standardized_name,standardized_path,split,source_id,source_type,original_path,timestamp_seconds,width,height,blur,phash
ap_0000014.jpg,work/standardized/ap_0000014.jpg,train,S_1,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_1.mp4,22.0,1280,720,194.35975604095458,61a1e5a02f0b49fb
ap_0000015.jpg,work/standardized/ap_0000015.jpg,train,S_1,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_1.mp4,23.0,1280,720,216.89317792273624,63a1f7203d0949fa
ap_0000016.jpg,work/standardized/ap_0000016.jpg,train,S_1,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_1.mp4,24.0,1280,720,337.7667747326321,67a1f7003d7948f0
ap_0000017.jpg,work/standardized/ap_0000017.jpg,train,S_1,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_1.mp4,25.0,1280,720,451.36727447565806,67a5f7210879c1e2
ap_0000018.jpg,work/standardized/ap_0000018.jpg,train,S_1,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_1.mp4,26.0,1280,720,556.4964296117664,6687f6290179e383
ap_0000019.jpg,work/standardized/ap_0000019.jpg,train,S_1,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_1.mp4,27.0,1280,720,584.3786532935143,6697f6290178e097
ap_0000020.jpg,work/standardized/ap_0000020.jpg,train,S_1,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_1.mp4,28.0,1280,720,611.9400506243281,6696f7b90569e082
ap_0000021.jpg,work/standardized/ap_0000021.jpg,test,S_2,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_2.mp4,1.0,1280,720,215.41905164386137,197a66e699315a85
ap_0000022.jpg,work/standardized/ap_0000022.jpg,test,S_2,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_2.mp4,2.0,1280,720,224.54657117784288,197a644699395ab5
ap_0000023.jpg,work/standardized/ap_0000023.jpg,test,S_2,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_2.mp4,4.0,1280,720,292.5357703412798,197a24ce9b995aa1
ap_0000024.jpg,work/standardized/ap_0000024.jpg,test,S_2,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_2.mp4,5.0,1280,720,299.017469617674,197224c69a9cdba3
ap_0000025.jpg,work/standardized/ap_0000025.jpg,test,S_2,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_2.mp4,8.0,1280,720,139.20458873847562,1943e13ca89e83bd
ap_0000026.jpg,work/standardized/ap_0000026.jpg,test,S_2,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_2.mp4,11.0,1280,720,751.8761230452632,1943e03da81e879f
ap_0000027.jpg,work/standardized/ap_0000027.jpg,test,S_2,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_2.mp4,16.0,1280,720,695.007435922353,1b43e13aac9e839c
ap_0000028.jpg,work/standardized/ap_0000028.jpg,test,S_2,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_2.mp4,21.0,1280,720,659.2214115836991,1a43e13d981e879e
ap_0000029.jpg,work/standardized/ap_0000029.jpg,test,S_2,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_2.mp4,24.0,1280,720,668.9229892798517,1943e13e8c1e879d
ap_0000030.jpg,work/standardized/ap_0000030.jpg,test,S_2,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_2.mp4,27.0,1280,720,793.444799029003,184be13ca89e879e
ap_0000031.jpg,work/standardized/ap_0000031.jpg,test,S_2,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_2.mp4,36.0,1280,720,782.9723247086314,1a4be138a83e973c
ap_0000032.jpg,work/standardized/ap_0000032.jpg,test,S_3,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_3.mp4,4.0040000000000004,720,1280,37.3689780564473,269d90eed8f3244a
ap_0000033.jpg,work/standardized/ap_0000033.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,0.0,720,1280,3620.9494678471133,4ccccc8cc5c387c7
ap_0000034.jpg,work/standardized/ap_0000034.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,1.0010000000000001,720,1280,2480.1708792430545,4cccccccc78bc70c
ap_0000035.jpg,work/standardized/ap_0000035.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,2.0020000000000002,720,1280,2325.230313254122,4cccccc5838fc71a
ap_0000036.jpg,work/standardized/ap_0000036.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,3.003,720,1280,2243.8662667507597,4c8cccc38f8dce64
ap_0000037.jpg,work/standardized/ap_0000037.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,4.0040000000000004,720,1280,3648.0053085010654,4c8ccccb8bc6389b
ap_0000038.jpg,work/standardized/ap_0000038.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,5.005,720,1280,2796.6569333885623,1ccc92cb8e9a6cb2
ap_0000039.jpg,work/standardized/ap_0000039.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,6.006,720,1280,2747.398269921875,0c8c898f8ece2fe1
ap_0000040.jpg,work/standardized/ap_0000040.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,7.007000000000001,720,1280,2549.896900061671,0c8c898f8e0ee577
ap_0000041.jpg,work/standardized/ap_0000041.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,8.008000000000001,720,1280,2628.9341964013734,0c8dc98fcecce503
ap_0000042.jpg,work/standardized/ap_0000042.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,9.009,720,1280,2724.422373592796,0c8dcfce8cc54732
ap_0000043.jpg,work/standardized/ap_0000043.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,10.01,720,1280,2570.75921667178,0c89cfceccc50373
ap_0000044.jpg,work/standardized/ap_0000044.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,12.012,720,1280,2773.6469059009023,0c89c7dcc0c7f2f0
ap_0000045.jpg,work/standardized/ap_0000045.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,13.013,720,1280,2620.6301546108093,08c9c6d8c1e3f0f3
ap_0000046.jpg,work/standardized/ap_0000046.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,14.014000000000001,720,1280,2894.09158809139,08c1ded8c5e2f272
ap_0000047.jpg,work/standardized/ap_0000047.jpg,train,S_4,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_4.mp4,16.016000000000002,720,1280,2526.5439801571206,08c5dad8c7f25313
ap_0000048.jpg,work/standardized/ap_0000048.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,0.0,1280,720,2086.3507182526014,2391df69369e1e10
ap_0000049.jpg,work/standardized/ap_0000049.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,1.0010000000000001,1280,720,1527.8157324218644,2381df69349a1eb4
ap_0000050.jpg,work/standardized/ap_0000050.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,2.0020000000000002,1280,720,1408.0591969959953,2589df6936b21e14
ap_0000051.jpg,work/standardized/ap_0000051.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,4.0040000000000004,1280,720,1113.328684524695,2389da6d26b60e96
ap_0000052.jpg,work/standardized/ap_0000052.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,6.006,1280,720,1101.8024908514506,218bdf6d329c1e90
ap_0000053.jpg,work/standardized/ap_0000053.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,7.007000000000001,1280,720,1048.1165116318584,218bdf7db2941614
ap_0000054.jpg,work/standardized/ap_0000054.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,8.008000000000001,1280,720,1011.925622372055,218bdb74b0749734
ap_0000055.jpg,work/standardized/ap_0000055.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,9.009,1280,720,1069.6758199461196,328bde34b0749965
ap_0000056.jpg,work/standardized/ap_0000056.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,10.01,1280,720,1029.2676156681014,369bde30a0259f61
ap_0000057.jpg,work/standardized/ap_0000057.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,11.011000000000001,1280,720,1514.4642930554978,369feca0a181af61
ap_0000058.jpg,work/standardized/ap_0000058.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,12.012,1280,720,1213.287799458726,359de821e5034f66
ap_0000059.jpg,work/standardized/ap_0000059.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,13.013,1280,720,1189.6052690236363,3599ea2b67020e6e
ap_0000060.jpg,work/standardized/ap_0000060.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,14.014000000000001,1280,720,1111.5371158226849,779b8a63474e0c0d
ap_0000061.jpg,work/standardized/ap_0000061.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,15.015,1280,720,1400.0571049315654,719ed26547ce0d09
ap_0000062.jpg,work/standardized/ap_0000062.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,16.016000000000002,1280,720,2485.172575952599,609ed34544dd1d2b
ap_0000063.jpg,work/standardized/ap_0000063.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,17.017,1280,720,1844.1078634506966,609e52458ed95a5b
ap_0000064.jpg,work/standardized/ap_0000064.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,18.018,1280,720,1834.858983268473,61065b6d8ed95855
ap_0000065.jpg,work/standardized/ap_0000065.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,19.019000000000002,1280,720,1587.15342930261,210f5f6c9edb5014
ap_0000066.jpg,work/standardized/ap_0000066.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,20.02,1280,720,1893.3664995311408,650fdd6c9c9b5120
ap_0000067.jpg,work/standardized/ap_0000067.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,21.021,1280,720,1693.1952028290068,610ef8689c9f7125
ap_0000068.jpg,work/standardized/ap_0000068.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,22.022000000000002,1280,720,2074.0050812087397,690ad06191bfeb25
ap_0000069.jpg,work/standardized/ap_0000069.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,23.023,1280,720,1792.2958267319243,610a50e395baeb65
ap_0000070.jpg,work/standardized/ap_0000070.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,24.024,1280,720,1647.752093400065,610311e397baea65
ap_0000071.jpg,work/standardized/ap_0000071.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,25.025000000000002,1280,720,1830.5279969174937,600312e797ba6a67
ap_0000072.jpg,work/standardized/ap_0000072.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,26.026,1280,720,1524.2747687499245,64071ee7d63a4067
ap_0000073.jpg,work/standardized/ap_0000073.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,28.028000000000002,1280,720,1690.6234320139838,6d171e74e63c4145
ap_0000074.jpg,work/standardized/ap_0000074.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,29.029,1280,720,1589.5112000434028,6d171c3ce53c4159
ap_0000075.jpg,work/standardized/ap_0000075.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,30.03,1280,720,1613.8732126511454,7d1b1c3ce558414b
ap_0000076.jpg,work/standardized/ap_0000076.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,31.031,1280,720,1609.5990049777138,7d1b1a2de1595143
ap_0000077.jpg,work/standardized/ap_0000077.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,33.033,1280,720,1665.2349564360395,791a1b25e1d25b43
ap_0000078.jpg,work/standardized/ap_0000078.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,34.034,1280,720,1596.5950043397079,741a3a2dc2c35e5a
ap_0000079.jpg,work/standardized/ap_0000079.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,36.036,1280,720,1411.1926914754044,700a3b2e83c756f4
ap_0000080.jpg,work/standardized/ap_0000080.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,37.037,1280,720,1353.9721982131769,74021e261fc747f4
ap_0000081.jpg,work/standardized/ap_0000081.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,38.038000000000004,1280,720,1549.9680586633563,74021d241fc7c7bc
ap_0000082.jpg,work/standardized/ap_0000082.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,39.039,1280,720,1507.7747805243175,75601f285fc7813c
ap_0000083.jpg,work/standardized/ap_0000083.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,40.04,1280,720,1486.623445916065,7560073c5d8fe90c
ap_0000084.jpg,work/standardized/ap_0000084.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,41.041000000000004,1280,720,1485.7584711321783,3578073d5c87ed08
ap_0000085.jpg,work/standardized/ap_0000085.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,42.042,1280,720,1345.6685548556104,1579022d7dc68fa8
ap_0000086.jpg,work/standardized/ap_0000086.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,43.043,1280,720,1958.9237509543511,14790b243dd607ed
ap_0000087.jpg,work/standardized/ap_0000087.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,44.044000000000004,1280,720,1354.7595592795374,15781b243dde850f
ap_0000088.jpg,work/standardized/ap_0000088.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,45.045,1280,720,1226.4478166943961,7c66916e2693c1d8
ap_0000089.jpg,work/standardized/ap_0000089.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,46.046,1280,720,1197.3681052124011,0f62902f2ad1eace
ap_0000090.jpg,work/standardized/ap_0000090.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,48.048,1280,720,1690.7053549019097,2f62942f22f1ea0e
ap_0000091.jpg,work/standardized/ap_0000091.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,49.049,1280,720,1186.1324945774772,2f708e2b70e11ace
ap_0000092.jpg,work/standardized/ap_0000092.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,50.050000000000004,1280,720,1033.3493687777295,637e0f627008deb8
ap_0000093.jpg,work/standardized/ap_0000093.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,53.053000000000004,1280,720,1036.9783579920438,627e8e6360684ece
ap_0000094.jpg,work/standardized/ap_0000094.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,54.054,1280,720,1441.5622545904926,237687227a684ecd
ap_0000095.jpg,work/standardized/ap_0000095.jpg,train,S_5,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_5.mp4,55.055,1280,720,1339.361595286386,21578328787c4fcd
ap_0000096.jpg,work/standardized/ap_0000096.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,0.0,1280,720,284.26570189155177,1157405b2f8bf89c
ap_0000097.jpg,work/standardized/ap_0000097.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,1.0,1280,720,217.22763995121025,1553404f3fa8d91e
ap_0000098.jpg,work/standardized/ap_0000098.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,2.0,1280,720,215.66822697345123,0451614f1b29f71f
ap_0000099.jpg,work/standardized/ap_0000099.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,3.0,1280,720,222.96730363384768,0451674a3d77654e
ap_0000100.jpg,work/standardized/ap_0000100.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,4.0,1280,720,221.704970021282,1455638e3f74c32c
ap_0000101.jpg,work/standardized/ap_0000101.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,5.0,1280,720,206.93831984222788,145741293eeb44fc
ap_0000102.jpg,work/standardized/ap_0000102.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,6.0,1280,720,198.85782126176622,1457c3392e07e86e
ap_0000103.jpg,work/standardized/ap_0000103.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,7.0,1280,720,203.56224351930504,145783382feee213
ap_0000104.jpg,work/standardized/ap_0000104.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,8.0,1280,720,203.82824668234247,144713143f2867fe
ap_0000105.jpg,work/standardized/ap_0000105.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,9.0,1280,720,176.81508526644177,1445312e3b33f467
ap_0000106.jpg,work/standardized/ap_0000106.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,10.0,1280,720,174.76236982980302,155163681f72e1bc
ap_0000107.jpg,work/standardized/ap_0000107.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,11.0,1280,720,170.46824769270154,055560713ee9b92b
ap_0000108.jpg,work/standardized/ap_0000108.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,12.0,1280,720,190.6493120478689,451560563fee813d
ap_0000109.jpg,work/standardized/ap_0000109.jpg,val,S_6,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_6.mp4,13.0,1280,720,180.62430169168988,061461767f8944bf
ap_0000110.jpg,work/standardized/ap_0000110.jpg,train,S_7,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_7.mp4,0.0,1280,720,2596.2726400905076,21994d52df163cc6
ap_0000111.jpg,work/standardized/ap_0000111.jpg,train,S_7,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_7.mp4,3.003,1280,720,1605.5618094002511,21994d50df1e3d52
ap_0000112.jpg,work/standardized/ap_0000112.jpg,train,S_7,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_7.mp4,5.005,1280,720,1527.6799666691993,20b94d58db1d395c
ap_0000113.jpg,work/standardized/ap_0000113.jpg,train,S_7,video,D:\Data Science\Projects\aerial-human-detection\AerialPersonStudio_Final_v1.1\workspace\raw\videos\S_7.mp4,7.007000000000001,1280,720,1448.2800055297803,60bb0978db19393c
